City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
61,avera,US,33.194,-82.5271,78.85,52,99,11.18,overcast clouds,0.0,0.0
62,port elizabeth,ZA,-33.918,25.5701,63.32,94,75,17.27,broken clouds,0.0,0.0
63,upernavik,GL,72.7868,-56.1549,-2.07,96,98,9.89,overcast clouds,0.0,0.0
64,hithadhoo,MV,-0.6,73.0833,83.28,73,96,9.48,overcast clouds,0.0,0.0
65,bengkulu,ID,-3.8004,102.2655,75.61,87,73,3.76,broken clouds,0.0,0.0
66,hvide sande,DK,56.0045,8.1294,46.09,98,96,9.62,overcast clouds,0.0,0.0
67,butaritari,KI,3.0707,172.7902,81.68,77,99,16.13,overcast clouds,0.0,0.0
68,samarai,PG,-10.6167,150.6667,83.77,74,60,11.77,broken clouds,0.0,0.0
69,sur,OM,22.5667,59.5289,86.45,31,0,8.52,clear sky,0.0,0.0
70,turan,VN,16.0678,108.2208,73.38,94,20,4.61,few clouds,0.0,0.0
71,isangel,VU,-19.55,169.2667,82.0,74,9,5.68,clear sky,0.0,0.0
72,anchorage,US,61.2181,-149.9003,44.65,63,0,8.05,clear sky,0.0,0.0
73,auki,SB,-8.7676,160.7034,83.01,69,11,3.51,few clouds,0.0,0.0
74,lowicz,PL,52.1071,19.9453,47.17,63,86,8.97,overcast clouds,0.0,0.0
75,bandarbeyla,SO,9.4942,50.8122,80.47,79,0,5.03,clear sky,0.0,0.0
76,beisfjord,NO,68.3751,17.5988,34.05,96,94,1.97,overcast clouds,0.0,0.0
77,vostok,RU,46.4856,135.8833,29.17,78,18,2.48,few clouds,0.0,0.0
78,arraial do cabo,BR,-22.9661,-42.0278,78.66,89,0,5.75,thunderstorm,0.0,0.0
79,ishim,RU,56.1128,69.4902,44.44,67,51,12.46,broken clouds,0.0,0.0
80,ippy,CF,6.2679,21.2247,74.39,76,98,3.83,overcast clouds,0.0,0.0
81,carire,BR,-3.9506,-40.4733,74.23,92,70,3.38,broken clouds,0.0,0.0
82,mahebourg,MU,-20.4081,57.7,78.26,88,75,14.97,broken clouds,0.0,0.0
83,saint-joseph,RE,-21.3667,55.6167,73.78,87,49,15.28,light rain,0.49,0.0
84,barrow,US,71.2906,-156.7887,-2.18,78,0,6.91,clear sky,0.0,0.0
85,altus,US,34.6381,-99.334,71.98,14,0,18.41,clear sky,0.0,0.0
86,atuona,PF,-9.8,-139.0333,78.6,80,49,17.56,light rain,0.25,0.0
87,touros,BR,-5.1989,-35.4608,79.12,78,6,8.81,clear sky,0.0,0.0
88,sochaczew,PL,52.2294,20.2384,51.21,64,97,8.41,overcast clouds,0.0,0.0
89,norman wells,CA,65.282,-126.8329,28.44,40,75,19.57,broken clouds,0.0,0.0
90,cairns,AU,-16.9167,145.7667,78.75,73,100,9.22,light rain,0.23,0.0
91,salalah,OM,17.0151,54.0924,80.69,89,0,2.3,clear sky,0.0,0.0
92,erzin,TR,36.9559,36.2,47.89,38,0,3.96,clear sky,0.0,0.0
93,gunjur,GM,13.2019,-16.7339,68.38,85,34,15.99,scattered clouds,0.0,0.0
94,tuatapere,NZ,-46.1333,167.6833,53.24,64,82,3.83,broken clouds,0.0,0.0
95,malartic,CA,48.1335,-78.1328,37.51,93,100,4.79,overcast clouds,0.0,0.0
96,panzhihua,CN,26.5851,101.7128,68.72,56,100,0.83,overcast clouds,0.0,0.0
97,verkhnevilyuysk,RU,63.4453,120.3167,27.61,96,100,8.05,light snow,0.0,0.24
98,ratnagiri,IN,16.9833,73.3,82.08,69,100,2.91,overcast clouds,0.0,0.0
99,bilma,NE,18.6853,12.9164,86.59,8,78,6.64,broken clouds,0.0,0.0
100,nome,US,64.5011,-165.4064,37.47,60,100,12.66,overcast clouds,0.0,0.0
101,fryanovo,RU,56.1333,38.45,33.82,90,94,10.25,overcast clouds,0.0,0.0
102,lagoa,PT,39.05,-27.9833,58.06,68,0,24.11,clear sky,0.0,0.0
103,rawlins,US,41.7911,-107.2387,24.35,58,100,21.85,overcast clouds,0.0,0.0
104,narsaq,GL,60.9167,-46.05,50.22,61,96,6.29,overcast clouds,0.0,0.0
105,mount gambier,AU,-37.8333,140.7667,54.73,61,100,5.75,overcast clouds,0.0,0.0
106,pak phanang,TH,8.3511,100.202,78.66,85,90,5.64,overcast clouds,0.0,0.0
107,sini,IN,22.8,85.9667,84.7,39,99,4.99,overcast clouds,0.0,0.0
108,yulara,AU,-25.2406,130.9889,75.04,31,100,8.05,overcast clouds,0.0,0.0
109,port lincoln,AU,-34.7333,135.8667,64.85,85,100,7.56,moderate rain,1.78,0.0
110,union,US,40.6334,-74.2663,81.27,63,0,5.75,clear sky,0.0,0.0
111,margate,GB,51.3813,1.3862,52.7,79,1,3.0,clear sky,0.0,0.0
112,vaini,TO,-21.2,-175.2,82.56,89,20,6.91,few clouds,0.0,0.0
113,sturgis,US,41.7992,-85.4192,66.45,93,100,17.27,moderate rain,1.15,0.0
114,karpogory,RU,64.0019,44.4451,29.82,95,100,10.74,light snow,0.0,0.17
115,longyearbyen,SJ,78.2186,15.6401,17.44,67,75,5.75,broken clouds,0.0,0.0
116,saskylakh,RU,71.9167,114.0833,1.09,95,100,9.75,overcast clouds,0.0,0.0
117,atasu,KZ,48.6814,71.6433,48.07,50,6,9.48,clear sky,0.0,0.0
118,tiksi,RU,71.6872,128.8694,-9.87,100,100,2.84,overcast clouds,0.0,0.0
119,kalabo,ZM,-14.97,22.6814,71.76,68,96,4.29,overcast clouds,0.0,0.0
120,khanu woralaksaburi,TH,16.0617,99.8606,80.73,53,16,1.68,few clouds,0.0,0.0
121,punta alta,AR,-38.8759,-62.0736,57.87,75,6,7.18,clear sky,0.0,0.0
122,topolobampo,MX,25.6,-109.05,84.11,26,0,17.27,clear sky,0.0,0.0
123,jamestown,US,42.097,-79.2353,67.17,62,40,6.91,scattered clouds,0.0,0.0
124,saldanha,ZA,-33.0117,17.9442,62.53,89,100,19.01,overcast clouds,0.0,0.0
125,staryy nadym,RU,65.6118,72.6842,32.88,99,100,7.18,overcast clouds,0.0,0.0
126,warri,NG,5.5167,5.75,75.11,92,100,3.58,overcast clouds,0.0,0.0
127,hare bay,CA,48.8499,-54.0148,33.19,85,100,16.35,overcast clouds,0.0,0.0
128,ambilobe,MG,-13.2,49.05,72.21,91,29,3.44,scattered clouds,0.0,0.0
129,castro,BR,-24.7911,-50.0119,63.43,96,100,2.86,overcast clouds,0.0,0.0
130,constantine,DZ,36.365,6.6147,54.81,87,75,3.44,broken clouds,0.0,0.0
131,tara,RU,56.8944,74.371,34.97,91,4,6.73,clear sky,0.0,0.0
132,khatanga,RU,71.9667,102.5,7.3,96,100,8.46,overcast clouds,0.0,0.0
133,trairi,BR,-3.2778,-39.2689,77.58,85,98,6.17,overcast clouds,0.0,0.0
134,aldan,RU,58.6031,125.3894,22.73,90,100,7.02,overcast clouds,0.0,0.0
135,sangar,RU,63.9242,127.4739,17.06,91,100,10.83,overcast clouds,0.0,0.0
136,omboue,GA,-1.5746,9.2618,77.97,91,95,4.85,overcast clouds,0.0,0.0
137,tuktoyaktuk,CA,69.4541,-133.0374,1.4,78,75,16.11,broken clouds,0.0,0.0
138,esperance,AU,-33.8667,121.9,60.64,84,100,15.75,overcast clouds,0.0,0.0
139,souillac,MU,-20.5167,57.5167,77.38,88,75,14.97,broken clouds,0.0,0.0
140,oistins,BB,13.0667,-59.5333,78.89,65,20,18.41,few clouds,0.0,0.0
141,dwarka,IN,22.2394,68.9678,78.87,81,0,9.78,clear sky,0.0,0.0
142,dingle,PH,10.9995,122.6711,75.11,87,100,2.15,overcast clouds,0.0,0.0
143,ngama,TD,11.7833,17.1667,88.68,33,51,6.33,light rain,0.15,0.0
144,ilulissat,GL,69.2167,-51.1,21.22,86,100,4.61,overcast clouds,0.0,0.0
145,yellowknife,CA,62.456,-114.3525,16.29,59,20,8.05,few clouds,0.0,0.0
146,manaure,CO,11.7751,-72.4445,87.22,54,4,22.86,clear sky,0.0,0.0
147,airai,TL,-8.9266,125.4092,60.33,91,100,2.04,overcast clouds,0.0,0.0
148,mayumba,GA,-3.432,10.6554,76.57,88,53,2.39,broken clouds,0.0,0.0
149,kunming,CN,25.0389,102.7183,57.13,88,0,17.9,clear sky,0.0,0.0
150,namatanai,PG,-3.6667,152.4333,82.54,72,83,4.63,light rain,0.63,0.0
151,ati,TD,13.2154,18.3353,87.31,8,4,10.0,clear sky,0.0,0.0
152,bambous virieux,MU,-20.3428,57.7575,78.22,88,75,14.97,light rain,0.12,0.0
153,vanimo,PG,-2.6741,141.3028,80.6,75,88,3.24,overcast clouds,0.0,0.0
154,colares,PT,38.7992,-9.4469,58.28,78,20,23.0,few clouds,0.0,0.0
155,aswan,EG,24.0934,32.907,71.17,19,41,11.48,scattered clouds,0.0,0.0
156,kenitra,MA,34.261,-6.5802,54.36,82,0,2.68,clear sky,0.0,0.0
157,doha,QA,25.2867,51.5333,82.71,71,0,8.05,clear sky,0.0,0.0
158,rotenburg,DE,53.1167,9.4,54.97,92,100,4.59,light rain,0.27,0.0
159,aykino,RU,62.2248,49.9922,38.37,98,90,7.61,overcast clouds,0.0,0.0
160,north bend,US,43.4065,-124.2243,50.86,92,100,8.05,overcast clouds,0.0,0.0
161,phan thiet,VN,10.9333,108.1,77.92,90,94,3.58,overcast clouds,0.0,0.0
162,provideniya,RU,64.3833,-173.3,28.51,86,100,15.66,snow,0.0,0.0
163,ahipara,NZ,-35.1667,173.1667,65.26,60,76,13.15,broken clouds,0.0,0.0
164,faanui,PF,-16.4833,-151.75,81.54,73,6,15.86,clear sky,0.0,0.0
165,ritchie,ZA,-29.038,24.6028,54.61,51,0,3.71,clear sky,0.0,0.0
166,inongo,CD,-1.95,18.2667,72.64,90,99,5.3,light rain,0.29,0.0
167,guia lopes da laguna,BR,-21.4578,-56.1142,70.99,98,57,5.61,broken clouds,0.0,0.0
168,leningradskiy,RU,69.3833,178.4167,1.45,92,95,12.86,overcast clouds,0.0,0.0
169,sisimiut,GL,66.9395,-53.6735,20.68,80,61,16.75,broken clouds,0.0,0.0
170,narok,KE,-1.0783,35.8601,58.96,79,72,5.14,broken clouds,0.0,0.0
171,sile,TR,41.1754,29.6133,45.27,53,83,8.21,broken clouds,0.0,0.0
172,hasaki,JP,35.7333,140.8333,54.28,89,100,24.72,overcast clouds,0.0,0.0
173,zhanakorgan,KZ,43.9098,67.2495,65.82,34,1,9.35,clear sky,0.0,0.0
174,barao de melgaco,BR,-16.1944,-55.9675,83.43,64,51,3.31,broken clouds,0.0,0.0
175,geraldton,AU,-28.7667,114.6,55.81,94,0,5.75,clear sky,0.0,0.0
176,bellefontaine,US,40.3612,-83.7597,64.9,92,75,10.36,broken clouds,0.0,0.0
177,ubatuba,BR,-23.4339,-45.0711,76.35,94,99,2.08,overcast clouds,0.0,0.0
178,honningsvag,NO,70.9821,25.9704,31.75,74,100,0.0,overcast clouds,0.0,0.0
179,freeport,US,40.6576,-73.5832,70.5,72,0,5.75,clear sky,0.0,0.0
180,bubaque,GW,11.2833,-15.8333,75.49,73,100,21.63,overcast clouds,0.0,0.0
181,lorengau,PG,-2.0226,147.2712,83.62,75,16,9.35,few clouds,0.0,0.0
182,sabang,ID,5.8933,95.3214,83.05,74,61,6.2,broken clouds,0.0,0.0
183,astana,KZ,51.1801,71.446,31.95,80,0,11.18,clear sky,0.0,0.0
184,khandyga,RU,62.6667,135.6,13.73,93,91,4.09,overcast clouds,0.0,0.0
185,rawson,AR,-43.3002,-65.1023,63.12,42,1,4.07,clear sky,0.0,0.0
186,marsh harbour,BS,26.5412,-77.0636,75.6,68,94,16.8,overcast clouds,0.0,0.0
187,nanortalik,GL,60.1432,-45.2371,36.73,80,100,2.53,overcast clouds,0.0,0.0
188,diamantino,BR,-14.4086,-56.4461,77.36,84,46,1.5,scattered clouds,0.0,0.0
189,biak,ID,-0.9131,122.8766,76.3,82,99,3.58,overcast clouds,0.0,0.0
190,cherskiy,RU,68.75,161.3,6.39,85,98,6.8,overcast clouds,0.0,0.0
191,clyde river,CA,70.4692,-68.5914,-3.77,84,20,2.3,few clouds,0.0,0.0
192,panacan,PH,9.2463,118.4082,77.47,84,90,4.09,overcast clouds,0.0,0.0
193,chapleau,CA,47.8405,-83.4034,35.69,93,100,13.8,overcast clouds,0.0,0.0
194,hofn,IS,64.2539,-15.2082,39.72,93,100,11.18,overcast clouds,0.0,0.0
195,port hardy,CA,50.6996,-127.4199,48.38,49,75,10.36,broken clouds,0.0,0.0
196,kieta,PG,-6.2167,155.6333,83.34,72,31,3.85,scattered clouds,0.0,0.0
197,manthani,IN,18.65,79.6667,85.87,53,16,9.57,few clouds,0.0,0.0
198,prince rupert,CA,54.3161,-130.3201,41.09,30,0,8.05,clear sky,0.0,0.0
199,genhe,CN,50.7833,121.5167,24.22,65,5,1.7,clear sky,0.0,0.0
200,farafangana,MG,-22.8167,47.8333,74.05,88,25,8.1,light rain,0.58,0.0
201,lasa,IT,46.6166,10.7002,54.48,86,100,1.5,overcast clouds,0.0,0.0
202,kalmar,SE,56.6616,16.3616,43.97,76,75,5.01,broken clouds,0.0,0.0
203,lebu,CL,-37.6167,-73.65,54.16,80,0,18.1,clear sky,0.0,0.0
204,iqaluit,CA,63.7506,-68.5145,2.93,71,20,27.0,few clouds,0.0,0.0
205,bethel,US,41.3712,-73.414,74.25,61,0,5.75,clear sky,0.0,0.0
206,robe,AU,-37.1833,139.75,58.46,59,100,11.01,overcast clouds,0.0,0.0
207,careiro da varzea,BR,-3.2003,-59.8119,84.83,90,100,2.48,light rain,0.19,0.0
208,kambove,CD,-10.8764,26.5969,60.8,96,91,2.82,overcast clouds,0.0,0.0
209,port-cartier,CA,50.0334,-66.8654,39.42,99,98,3.65,overcast clouds,0.0,0.0
210,luorong,CN,24.4058,109.6086,63.12,80,2,5.5,clear sky,0.0,0.0
211,hokitika,NZ,-42.7167,170.9667,57.52,55,3,2.33,clear sky,0.0,0.0
212,mikhaylovsk,RU,45.1283,42.0256,39.42,65,0,7.0,clear sky,0.0,0.0
213,ribeira grande,PT,38.5167,-28.7,59.11,59,1,20.56,clear sky,0.0,0.0
214,berlevag,NO,70.8578,29.0864,26.6,82,100,7.96,overcast clouds,0.0,0.0
215,douala,CM,4.0483,9.7043,77.72,89,97,1.54,light rain,0.62,0.0
216,mayo,US,38.8876,-76.5119,86.41,57,0,11.5,clear sky,0.0,0.0
217,yerbogachen,RU,61.2767,108.0108,31.39,96,100,15.77,snow,0.0,0.8
218,tutoia,BR,-2.7619,-42.2744,78.8,84,57,7.38,broken clouds,0.0,0.0
219,surt,LY,31.2089,16.5887,68.18,53,95,24.87,overcast clouds,0.0,0.0
220,aklavik,CA,68.2191,-135.0107,14.0,44,20,10.36,few clouds,0.0,0.0
221,kiruna,SE,67.8557,20.2251,20.32,79,20,3.44,few clouds,0.0,0.0
222,frontignan,FR,43.4485,3.754,53.06,60,76,5.97,broken clouds,0.0,0.0
223,ornskoldsvik,SE,63.2909,18.7153,34.75,93,100,2.3,overcast clouds,0.0,0.0
224,hirara,JP,24.8,125.2833,73.67,88,40,4.61,scattered clouds,0.0,0.0
225,lyuban,BY,52.7985,28.0048,39.6,68,39,5.19,scattered clouds,0.0,0.0
226,atbasar,KZ,51.8,68.3333,45.63,63,9,7.25,clear sky,0.0,0.0
227,kundiawa,PG,-6.0167,144.9667,66.0,91,99,1.83,overcast clouds,0.0,0.0
228,nawabganj,BD,24.5911,88.271,81.32,72,37,11.61,scattered clouds,0.0,0.0
229,weihe,CN,32.9952,105.3247,54.73,92,100,0.89,light rain,0.54,0.0
230,sao joao del rei,BR,-21.1356,-44.2617,67.41,93,19,3.51,few clouds,0.0,0.0
231,vung tau,VN,10.346,107.0843,80.89,81,100,7.23,overcast clouds,0.0,0.0
232,ciudad bolivar,VE,8.1222,-63.5497,92.71,36,87,17.38,overcast clouds,0.0,0.0
233,namibe,AO,-15.1961,12.1522,76.12,84,5,5.91,clear sky,0.0,0.0
234,pangnirtung,CA,66.1451,-65.7125,3.2,85,75,3.44,light shower snow,0.0,0.0
235,sola,VU,-13.8833,167.55,83.35,70,16,13.69,few clouds,0.0,0.0
236,hervey bay,AU,-25.2986,152.8535,67.01,92,97,8.99,overcast clouds,0.0,0.0
237,nador,MA,35.174,-2.9287,62.85,63,0,13.8,clear sky,0.0,0.0
238,kargasok,RU,59.0556,80.8572,29.77,98,89,4.9,overcast clouds,0.0,0.0
239,barcelos,PT,41.5388,-8.6151,56.91,94,34,4.79,scattered clouds,0.0,0.0
240,sumenep,ID,-7.0167,113.8667,77.99,77,33,4.05,scattered clouds,0.0,0.0
241,college,US,64.8569,-147.8028,43.23,35,75,3.44,broken clouds,0.0,0.0
242,qena,EG,26.1615,32.7183,70.34,22,23,7.31,few clouds,0.0,0.0
243,morondava,MG,-20.2833,44.2833,77.92,81,4,7.05,clear sky,0.0,0.0
244,beringovskiy,RU,63.05,179.3167,27.99,97,100,9.53,snow,0.0,1.31
245,taltal,CL,-25.4,-70.4833,63.34,72,19,3.71,few clouds,0.0,0.0
246,coos bay,US,43.3665,-124.2179,50.94,92,100,8.05,overcast clouds,0.0,0.0
247,segou,ML,13.4317,-6.2157,96.33,14,88,4.9,overcast clouds,0.0,0.0
248,pangody,RU,65.85,74.4859,31.95,98,100,8.43,overcast clouds,0.0,0.0
249,cabo san lucas,MX,22.8909,-109.9124,81.61,47,75,12.66,broken clouds,0.0,0.0
250,camacha,PT,33.0833,-16.3333,58.42,77,20,8.05,few clouds,0.0,0.0
251,quatre cocos,MU,-20.2078,57.7625,78.1,84,46,19.8,light rain,0.13,0.0
252,novyy urengoy,RU,66.0833,76.6333,33.57,99,100,5.86,overcast clouds,0.0,0.0
253,umm lajj,SA,25.0213,37.2685,74.59,62,16,8.52,few clouds,0.0,0.0
254,praia da vitoria,PT,38.7333,-27.0667,62.85,59,20,14.7,few clouds,0.0,0.0
255,takoradi,GH,4.8845,-1.7554,79.77,82,100,7.23,overcast clouds,0.0,0.0
256,deputatskiy,RU,69.3,139.9,-1.57,100,100,2.68,overcast clouds,0.0,0.0
257,hilo,US,19.7297,-155.09,85.28,78,100,8.01,haze,0.51,0.0
258,vila,PT,42.0304,-8.1588,45.7,88,30,3.11,scattered clouds,0.0,0.0
259,jutai,BR,-5.1833,-68.9,77.99,94,97,2.26,moderate rain,3.16,0.0
260,santander,ES,43.4647,-3.8044,56.46,92,0,2.3,clear sky,0.0,0.0
261,cervo,ES,43.6702,-7.4101,54.97,89,32,4.0,scattered clouds,0.0,0.0
262,vao,NC,-22.6667,167.4833,75.33,68,0,3.71,clear sky,0.0,0.0
263,la ronge,CA,55.1001,-105.2842,26.82,54,100,13.8,overcast clouds,0.0,0.0
264,paamiut,GL,61.994,-49.6678,28.71,89,80,19.6,broken clouds,0.0,0.0
265,nowy dwor gdanski,PL,54.2131,19.1177,49.68,66,100,8.23,overcast clouds,0.0,0.0
266,hodmezovasarhely,HU,46.4167,20.3333,45.18,59,4,6.15,clear sky,0.0,0.0
267,hovd,MN,48.0056,91.6419,22.24,48,99,2.57,overcast clouds,0.0,0.0
268,carmen,MX,18.6333,-91.8333,95.04,46,75,18.41,broken clouds,0.0,0.0
269,inhambane,MZ,-23.865,35.3833,76.73,90,1,11.14,clear sky,0.0,0.0
270,khash,IR,28.2211,61.2158,66.22,10,3,1.16,clear sky,0.0,0.0
271,dunoon,GB,55.947,-4.923,50.58,95,78,2.19,broken clouds,0.0,0.0
272,alugan,PH,12.2188,125.4808,76.3,86,90,5.99,overcast clouds,0.0,0.0
273,richards bay,ZA,-28.783,32.0377,72.3,78,99,8.63,overcast clouds,0.0,0.0
274,nelson bay,AU,-32.7167,152.15,71.01,95,46,7.7,scattered clouds,0.0,0.0
275,portland,US,45.5234,-122.6762,49.93,71,75,12.66,broken clouds,0.0,0.0
276,eyl,SO,7.9803,49.8164,81.39,77,6,7.72,clear sky,0.0,0.0
277,yozgat,TR,39.5833,35.3333,31.69,55,4,4.14,clear sky,0.0,0.0
278,labrea,BR,-7.2586,-64.7981,80.19,85,97,2.98,overcast clouds,0.0,0.0
279,tadine,NC,-21.55,167.8833,77.67,69,0,6.35,clear sky,0.0,0.0
280,severo-kurilsk,RU,50.6789,156.125,29.64,85,100,23.02,light snow,0.0,0.28
281,sungaipenuh,ID,-2.0833,101.3833,63.59,96,94,1.68,overcast clouds,0.0,0.0
282,erdenet,MN,49.0333,104.0833,15.03,96,98,3.8,overcast clouds,0.0,0.0
283,east london,ZA,-33.0153,27.9116,68.9,87,15,6.4,few clouds,0.0,0.0
284,bafq,IR,31.6128,55.4107,71.98,24,48,1.05,scattered clouds,0.0,0.0
285,buraydah,SA,26.326,43.975,79.25,21,87,11.36,overcast clouds,0.0,0.0
286,unity,CA,52.4501,-109.1682,21.25,63,100,14.56,overcast clouds,0.0,0.0
287,rylsk,RU,51.5655,34.6822,43.16,89,100,17.34,overcast clouds,0.0,0.0
288,chuy,UY,-33.6971,-53.4616,59.61,63,16,10.07,few clouds,0.0,0.0
289,ifanadiana,MG,-21.3,47.6333,66.81,99,59,1.32,broken clouds,0.0,0.0
290,gornopravdinsk,RU,60.05,69.9,37.2,85,97,9.28,overcast clouds,0.0,0.0
291,mizdah,LY,31.4451,12.9801,64.56,43,100,16.73,overcast clouds,0.0,0.0
292,cusuna,HN,15.85,-85.2333,87.37,56,19,15.52,few clouds,0.0,0.0
293,nioro,GM,13.35,-15.75,78.62,47,40,11.59,scattered clouds,0.0,0.0
294,riyadh,SA,24.6877,46.7219,82.54,31,100,8.03,overcast clouds,0.0,0.0
295,nantucket,US,41.2835,-70.0995,57.15,81,75,11.5,broken clouds,0.0,0.0
296,necochea,AR,-38.5473,-58.7368,56.53,72,0,9.33,clear sky,0.0,0.0
297,evanston,US,42.0411,-87.6901,66.56,88,100,18.41,heavy intensity rain,6.36,0.0
298,ixtapa,MX,20.7,-105.2,78.03,73,40,16.11,scattered clouds,0.0,0.0
299,verin,ES,41.9415,-7.4381,52.56,92,31,4.52,scattered clouds,0.0,0.0
300,keningau,MY,5.3378,116.1602,69.01,97,70,0.51,broken clouds,0.0,0.0
301,kailua,US,21.4022,-157.7394,84.18,67,100,9.22,overcast clouds,0.0,0.0
302,petropavlovsk-kamchatskiy,RU,53.0452,158.6483,32.59,64,75,2.24,broken clouds,0.0,0.0
303,klaeng,TH,12.7797,101.6483,87.94,79,51,5.01,broken clouds,0.0,0.0
304,saint-leu,RE,-21.15,55.2833,74.26,81,20,4.29,light rain,0.12,0.0
305,camacari,BR,-12.6975,-38.3242,82.17,76,11,6.69,few clouds,0.0,0.0
306,westerland,DE,54.9079,8.3033,48.02,93,100,10.36,overcast clouds,0.0,0.0
307,ushtobe,KZ,45.2514,77.9838,55.08,32,31,6.51,scattered clouds,0.0,0.0
308,tiarei,PF,-17.5333,-149.3333,82.0,73,18,19.71,light rain,0.15,0.0
309,marsa matruh,EG,31.3525,27.2453,59.2,72,0,9.22,clear sky,0.0,0.0
310,cedro,BR,-6.6067,-39.0622,74.93,85,82,4.12,broken clouds,0.0,0.0
311,ancud,CL,-41.8697,-73.8203,54.23,87,57,4.0,broken clouds,0.0,0.0
312,ponta do sol,PT,32.6667,-17.1,66.0,82,68,3.91,broken clouds,0.0,0.0
313,grand gaube,MU,-20.0064,57.6608,78.39,83,21,8.99,few clouds,0.0,0.0
314,vicuna,CL,-30.0319,-70.7081,75.78,40,0,4.34,clear sky,0.0,0.0
315,port shepstone,ZA,-30.7414,30.455,69.67,82,1,8.61,clear sky,0.0,0.0
316,myitkyina,MM,25.3833,97.4,68.54,95,40,3.2,scattered clouds,0.0,0.0
317,riberalta,BO,-10.9833,-66.1,80.8,94,75,0.0,broken clouds,0.0,0.0
318,leiyang,CN,26.4024,112.8591,60.49,93,100,2.3,overcast clouds,0.0,0.0
319,novobelokatay,RU,55.7062,58.9549,34.48,95,21,1.97,few clouds,0.0,0.0
320,huarmey,PE,-10.0681,-78.1522,70.54,75,7,11.43,clear sky,0.0,0.0
321,zhaoqing,CN,23.0512,112.4597,66.79,81,0,3.47,clear sky,0.0,0.0
322,northam,GB,51.0333,-4.2167,49.6,92,70,2.46,broken clouds,0.0,0.0
323,abbotsford,CA,49.058,-122.2526,50.31,40,75,9.22,broken clouds,0.0,0.0
324,carupano,VE,10.6678,-63.2585,80.24,74,35,15.95,scattered clouds,0.0,0.0
325,nalut,LY,30.3333,10.85,80.24,9,100,8.63,overcast clouds,0.0,0.0
326,maraba,BR,-5.3686,-49.1178,82.58,94,20,0.0,few clouds,0.0,0.0
327,wanaka,NZ,-44.7,169.15,52.84,54,13,2.89,few clouds,0.0,0.0
328,maumere,ID,-8.6199,122.2111,80.56,83,100,2.98,moderate rain,1.09,0.0
329,kodiak,US,57.79,-152.4072,45.91,46,0,19.57,clear sky,0.0,0.0
330,nalhati,IN,24.3,87.8167,79.56,77,38,7.83,scattered clouds,0.0,0.0
331,konosha,RU,60.9736,40.257,32.68,88,100,4.54,overcast clouds,0.0,0.0
332,kyabe,TD,9.4515,18.9449,81.97,53,97,4.38,overcast clouds,0.0,0.0
333,nouadhibou,MR,20.931,-17.0347,66.18,72,0,24.16,clear sky,0.0,0.0
334,visnes,NO,59.3556,5.2242,46.81,93,100,5.75,light rain,0.12,0.0
335,ovsyanka,RU,55.9575,92.5519,20.37,90,10,2.95,clear sky,0.0,0.0
336,livani,LV,56.3543,26.1758,39.27,67,70,2.75,broken clouds,0.0,0.0
337,bouza,NE,14.4229,6.0428,89.58,23,97,3.09,overcast clouds,0.0,0.0
338,el tigre,VE,8.8875,-64.2454,89.26,37,81,15.57,broken clouds,0.0,0.0
339,mokhotlong,LS,-29.2894,29.0675,46.51,87,9,2.98,clear sky,0.0,0.0
340,kosa,RU,59.9445,54.9977,35.85,100,100,0.96,overcast clouds,0.0,0.0
341,salta,AR,-24.7859,-65.4117,57.79,90,100,3.44,overcast clouds,0.0,0.0
342,padang,ID,-0.9492,100.3543,77.5,85,99,3.91,overcast clouds,0.0,0.0
343,carnarvon,AU,-24.8667,113.6333,64.47,72,0,11.5,clear sky,0.0,0.0
344,japura,ID,-0.3167,102.35,73.44,99,99,0.98,overcast clouds,0.0,0.0
345,bulaevo,KZ,54.9056,70.4439,44.78,67,56,11.07,broken clouds,0.0,0.0
346,sorland,NO,67.667,12.6934,38.75,70,6,6.44,clear sky,0.0,0.0
347,kirakira,SB,-10.4544,161.9205,82.81,76,56,7.05,broken clouds,0.0,0.0
348,agde,FR,43.3108,3.4758,55.89,77,0,4.61,clear sky,0.0,0.0
349,tezu,IN,27.9167,96.1667,68.88,95,98,3.91,overcast clouds,0.0,0.0
350,rudbar,AF,30.15,62.6,77.27,11,29,4.21,scattered clouds,0.0,0.0
351,bykovo,RU,55.6361,38.0803,39.61,75,0,11.18,clear sky,0.0,0.0
352,san matias,BO,-16.3667,-58.4,80.1,76,55,3.56,broken clouds,0.0,0.0
